,Time_s,Speaker,Probability,Country,Gender
0,193,Rik Mayall,0.45165664,UK,m
1,193,Danny Dyer,0.062176626,UK,m
2,193,Sam Worthington,0.055870846,Australia,m
0,194,Rik Mayall,0.5182206,UK,m
1,194,RZA,0.07543277,USA,m
2,194,Lou Ferrigno,0.041892424,USA,m
0,195,Rik Mayall,0.22815047,UK,m
1,195,Stephen Baldwin,0.045377444,USA,m
2,195,John Amos,0.039854687,USA,m
0,196,Rik Mayall,0.11189482,UK,m
1,196,John Amos,0.049346395,USA,m
2,196,Stephen Baldwin,0.03967148,USA,m
0,197,Danny Dyer,0.10510963,UK,m
1,197,Sean Pertwee,0.074201584,UK,m
2,197,Stephen Baldwin,0.067515865,USA,m
0,198,Sam Worthington,0.06808167,Australia,m
1,198,David Giuntoli,0.056093935,USA,m
2,198,Nelly,0.05462331,USA,m
0,199,Sean Pertwee,0.28599235,UK,m
1,199,Danny Dyer,0.1504822,UK,m
2,199,Jacqueline MacInnes Wood,0.07608748,Canada,f
0,200,Kelly Brook,0.15574336,UK,f
1,200,Adam Copeland,0.078658216,Canada,m
2,200,Sean Pertwee,0.068418056,UK,m
0,201,Kelly Brook,0.14652699,UK,f
1,201,Kenan Thompson,0.063758805,USA,m
2,201,Jacqueline MacInnes Wood,0.056319613,Canada,f
0,202,Kenan Thompson,0.14948018,USA,m
1,202,Lou Ferrigno,0.13893835,USA,m
2,202,Rik Mayall,0.06846332,UK,m
0,203,David Mamet,0.078722216,USA,m
1,203,Lou Ferrigno,0.068591334,USA,m
2,203,Stephen Fry,0.05059325,UK,m
0,204,Stephen Fry,0.31441486,UK,m
1,204,Rik Mayall,0.06297533,UK,m
2,204,David Harewood,0.05841867,UK,m
0,205,Stephen Fry,0.32304975,UK,m
1,205,Kenny Rogers,0.065228194,USA,m
2,205,Rik Mayall,0.0547661,UK,m
0,206,Stephen Fry,0.15339823,UK,m
1,206,John Oliver,0.108692825,UK,m
2,206,Rik Mayall,0.09395512,UK,m
0,207,Dean Cain,0.1614061,USA,m
1,207,John Oliver,0.08378806,UK,m
2,207,Rik Mayall,0.07560425,UK,m
0,208,Rik Mayall,0.14888227,UK,m
1,208,Danny Dyer,0.13797653,UK,m
2,208,Jai Courtney,0.051378343,Australia,m
0,209,Lou Ferrigno,0.24394974,USA,m
1,209,John Corbett,0.06568107,USA,m
2,209,Kevin Clash,0.062848955,USA,m
0,210,Lou Ferrigno,0.32116398,USA,m
1,210,Kevin Clash,0.07850735,USA,m
2,210,John Corbett,0.06744163,USA,m
0,211,Lou Ferrigno,0.27679682,USA,m
1,211,Kevin Clash,0.097590476,USA,m
2,211,John Corbett,0.035550483,USA,m
0,212,Lou Ferrigno,0.24539284,USA,m
1,212,Kevin Clash,0.09482234,USA,m
2,212,RZA,0.05318121,USA,m
0,213,Lou Ferrigno,0.12891835,USA,m
1,213,Kevin Clash,0.11565306,USA,m
2,213,Dr. Dre,0.05987912,USA,m
0,214,John Amos,0.10675882,USA,m
1,214,Lou Ferrigno,0.104732454,USA,m
2,214,Rik Mayall,0.0614385,UK,m
0,215,David Attenborough,0.2745376,UK,m
1,215,Max Irons,0.08688646,UK,m
2,215,Simon Callow,0.061981883,UK,m
0,216,Jeremy Clarkson,0.6953911,UK,m
1,216,Costas Mandylor,0.058284048,Australia,m
2,216,Paul Scheer,0.03600075,USA,m
0,217,Jeremy Clarkson,0.751538,UK,m
1,217,Paul Scheer,0.05255271,USA,m
2,217,Ron Perlman,0.050815992,USA,m
0,218,Jeremy Clarkson,0.73912734,UK,m
1,218,Ron Perlman,0.12195479,USA,m
2,218,Costas Mandylor,0.0527193,Australia,m
0,219,Jeremy Clarkson,0.8232806,UK,m
1,219,Ron Perlman,0.07800884,USA,m
2,219,Costas Mandylor,0.0439022,Australia,m
0,220,Jeremy Clarkson,0.8451216,UK,m
1,220,Ron Perlman,0.052827455,USA,m
2,220,Costas Mandylor,0.051866684,Australia,m
0,221,Jeremy Clarkson,0.967507,UK,m
1,221,Ron Perlman,0.012565483,USA,m
2,221,Costas Mandylor,0.0056712357,Australia,m
0,222,Jeremy Clarkson,0.95355767,UK,m
1,222,Stephen Mangan,0.009339239,UK,m
2,222,Laz Alonso,0.007974121,USA,m
0,223,Jeremy Clarkson,0.6550393,UK,m
1,223,Stephen Mangan,0.08766419,UK,m
2,223,Laz Alonso,0.04581098,USA,m
0,224,Rowan Atkinson,0.7970857,UK,m
1,224,Bruce Boxleitner,0.097534716,USA,m
2,224,Dan Stevens,0.024101555,UK,m
0,225,Rowan Atkinson,0.92374206,UK,m
1,225,Bruce Boxleitner,0.044167932,USA,m
2,225,John Lasseter,0.010901741,USA,m
0,226,Rowan Atkinson,0.946355,UK,m
1,226,Dan Stevens,0.017781543,UK,m
2,226,Pat Monahan,0.0036112373,USA,m
0,227,Jeremy Clarkson,0.75927764,UK,m
1,227,Rowan Atkinson,0.05115397,UK,m
2,227,Stephen Mangan,0.030364314,UK,m
0,228,Jeremy Clarkson,0.99383295,UK,m
1,228,Costas Mandylor,0.0015840676,Australia,m
2,228,Ron Perlman,0.0014765612,USA,m
0,229,Jeremy Clarkson,0.98002934,UK,m
1,229,Costas Mandylor,0.01090538,Australia,m
2,229,Ron Perlman,0.0040883864,USA,m
0,230,Jeremy Clarkson,0.9540579,UK,m
1,230,Costas Mandylor,0.01925431,Australia,m
2,230,Ron Perlman,0.017096354,USA,m
0,231,Jeremy Clarkson,0.40727717,UK,m
1,231,Stephen Mangan,0.24624823,UK,m
2,231,Seth MacFarlane,0.074288756,USA,m
0,232,Daniel Craig,0.62768036,UK,m
1,232,Gordon Ramsay,0.051884573,UK,m
2,232,Danny Dyer,0.04386441,UK,m
0,233,Daniel Craig,0.5469394,UK,m
1,233,Jeff Goldblum,0.03787695,USA,m
2,233,Bill Nighy,0.03410436,UK,m
0,234,Bill Nighy,0.20124263,UK,m
1,234,Willem Dafoe,0.14280061,USA,m
2,234,Danny Dyer,0.10825772,UK,m
0,235,Bill Nighy,0.34751695,UK,m
1,235,Cillian Murphy,0.12916027,Ireland,m
2,235,Danny Dyer,0.09851741,UK,m
0,236,Jeremy Clarkson,0.23594077,UK,m
1,236,Danny Dyer,0.22423157,UK,m
2,236,Bill Nighy,0.11455304,UK,m
0,237,Jeremy Clarkson,0.5959479,UK,m
1,237,Ron Perlman,0.054286726,USA,m
2,237,Joel Kinnaman,0.045635752,Sweden,m
0,238,Jeremy Clarkson,0.5821909,UK,m
1,238,Gordon Ramsay,0.17608939,UK,m
2,238,Ron Perlman,0.05391484,USA,m
0,239,Jeremy Clarkson,0.33788332,UK,m
1,239,Gordon Ramsay,0.11797983,UK,m
2,239,Ron Perlman,0.081704825,USA,m
0,240,Ron Perlman,0.24938004,USA,m
1,240,James Earl Jones,0.11777246,USA,m
2,240,Jeremy Clarkson,0.051444132,UK,m
0,241,Jeff Goldblum,0.30027646,USA,m
1,241,Bob Barker,0.16553538,USA,m
2,241,Steven Berkoff,0.13559687,UK,m
0,242,Steven Berkoff,0.15396334,UK,m
1,242,Jeff Goldblum,0.12772132,USA,m
2,242,Ron Perlman,0.11168501,USA,m
0,243,Steven Berkoff,0.40773454,UK,m
1,243,Jeremy Clarkson,0.12335876,UK,m
2,243,Jeff Goldblum,0.0475159,USA,m
0,244,David Harewood,0.13728788,UK,m
1,244,Rik Mayall,0.069797374,UK,m
2,244,Stephen Merchant,0.06457142,UK,m
0,245,Sean Pertwee,0.100443356,UK,m
1,245,Lou Ferrigno,0.07008189,USA,m
2,245,Costas Mandylor,0.04897023,Australia,m
0,246,Nate Parker,0.1078916,USA,m
1,246,Lou Ferrigno,0.053741608,USA,m
2,246,John Amos,0.050421476,USA,m
0,247,Lou Ferrigno,0.096441925,USA,m
1,247,Jamie Foxx,0.059130624,USA,m
2,247,Kevin Clash,0.055543527,USA,m
0,248,Sherri Saum,0.058701303,USA,f
1,248,Kevin Clash,0.04467323,USA,m
2,248,John Corbett,0.04425945,USA,m
0,249,John Corbett,0.06040091,USA,m
1,249,Sherri Saum,0.056068663,USA,f
2,249,Jamie Foxx,0.04675023,USA,m
0,250,Dawn French,0.06485304,UK,f
1,250,Samuel L. Jackson,0.057913847,USA,m
2,250,Mya,0.054191988,USA,f
0,251,Naomie Harris,0.13401653,UK,f
1,251,Chiwetel Ejiofor,0.08522574,UK,m
2,251,Jessie J,0.061820984,UK,f
0,252,Naomie Harris,0.17066106,UK,f
1,252,Chiwetel Ejiofor,0.08475962,UK,m
2,252,Audra McDonald,0.06537401,USA,f
0,253,Naomie Harris,0.16310991,UK,f
1,253,Chiwetel Ejiofor,0.08011289,UK,m
2,253,Audra McDonald,0.06545864,USA,f
