,Time_s,Speaker,Probability,Country,Gender
2,97,Chris Colfer,0.010174267,USA,m
0,98,Mandy Patinkin,0.14424984,USA,m
1,98,John Cho,0.13154826,USA,m
2,98,Joseph Gordon-Levitt,0.07720342,USA,m
0,99,Harry Connick Jr.,0.32040063,USA,m
1,99,Zach Galifianakis,0.067754164,USA,m
2,99,John Cho,0.057804678,USA,m
0,100,Zach Galifianakis,0.33684093,USA,m
1,100,Harry Connick Jr.,0.24056354,USA,m
2,100,Kate Walsh,0.0368347,USA,f
0,101,Steve Carell,0.2890913,USA,m
1,101,Mark Ruffalo,0.19219248,USA,m
2,101,Tim Minchin,0.06515157,Australia,m
0,102,Steve Carell,0.97598493,USA,m
1,102,Kathy Griffin,0.004465662,USA,f
2,102,Brett Davern,0.003113869,USA,m
0,103,Steve Carell,0.97785825,USA,m
1,103,Brett Davern,0.0065852613,USA,m
2,103,Kim Zolciak-Biermann,0.0025206213,USA,f
0,104,Steve Carell,0.8795087,USA,m
1,104,Brett Davern,0.08862516,USA,m
2,104,Kathy Griffin,0.007712488,USA,f
0,105,Steve Carell,0.9401581,USA,m
1,105,Brett Davern,0.03195015,USA,m
2,105,Rob Corddry,0.0050942064,USA,m
0,106,Steve Carell,0.8735403,USA,m
1,106,Rob Corddry,0.053266685,USA,m
2,106,Brett Davern,0.042452358,USA,m
0,107,Steve Carell,0.9643477,USA,m
1,107,Rob Corddry,0.010646753,USA,m
2,107,Jack Coleman,0.0034598566,USA,m
0,108,Steve Carell,0.9738187,USA,m
1,108,Rob Corddry,0.008461894,USA,m
2,108,Jack Coleman,0.0018860286,USA,m
0,109,Steve Carell,0.9801051,USA,m
1,109,Rob Corddry,0.0038908757,USA,m
2,109,Steven Yeun,0.0014370679,USA,m
0,110,Steve Carell,0.9785089,USA,m
1,110,Olivia Wilde,0.0038383056,USA,f
2,110,Rob Corddry,0.0023497192,USA,m
0,111,Stevie Wonder,0.13954872,USA,m
1,111,Bruce Boxleitner,0.124265835,USA,m
2,111,Matthew Modine,0.09825011,USA,m
0,112,Marla Gibbs,0.2516077,USA,f
1,112,Roger Ebert,0.19006959,USA,m
2,112,Paul Reubens,0.035684656,USA,m
0,113,Marla Gibbs,0.34481248,USA,f
1,113,Roger Ebert,0.21255653,USA,m
2,113,Phyllis Diller,0.06333091,USA,f
0,114,Marla Gibbs,0.24861296,USA,f
1,114,Paul Reubens,0.2354085,USA,m
2,114,Roger Ebert,0.10044752,USA,m
0,115,Smokey Robinson,0.21905228,USA,m
1,115,Hector Elizondo,0.2130938,USA,m
2,115,Catherine Hardwicke,0.03640953,USA,f
0,116,Hector Elizondo,0.5447683,USA,m
1,116,Catherine Hardwicke,0.1642049,USA,f
2,116,David Attenborough,0.13870178,UK,m
0,117,Callan McAuliffe,0.18520936,Australia,m
1,117,Hector Elizondo,0.08761007,USA,m
2,117,Harry Shum Jr.,0.066102766,USA,m
0,118,David Cassidy,0.16354987,USA,m
1,118,Callan McAuliffe,0.14540532,Australia,m
2,118,Kate Walsh,0.06381694,USA,f
0,119,Kodi Smit-McPhee,0.60778904,Australia,m
1,119,Callan McAuliffe,0.03766737,Australia,m
2,119,Richard Ayoade,0.03432204,UK,m
0,120,Kodi Smit-McPhee,0.26882154,Australia,m
1,120,Zach Galifianakis,0.057979286,USA,m
2,120,Sonja Sohn,0.05032037,USA,f
0,121,Suraj Sharma,0.15546039,India,m
1,121,Sonja Sohn,0.09935417,USA,f
2,121,Xavier Samuel,0.08985691,Australia,m
0,122,Jack Coleman,0.22128196,USA,m
1,122,Jack Lemmon,0.16450058,USA,m
2,122,Randolph Mantooth,0.1341983,USA,m
0,123,Randolph Mantooth,0.27575558,USA,m
1,123,Jack Lemmon,0.12101812,USA,m
2,123,Jack Coleman,0.060114462,USA,m
0,124,Randolph Mantooth,0.44020933,USA,m
1,124,David Attenborough,0.08069281,UK,m
2,124,Jack Lemmon,0.06007055,USA,m
0,125,David Attenborough,0.18254964,UK,m
1,125,Randolph Mantooth,0.1716871,USA,m
2,125,Rutger Hauer,0.074874036,Netherlands,m
0,126,Randolph Mantooth,0.34605646,USA,m
1,126,David Attenborough,0.30331236,UK,m
2,126,Hector Elizondo,0.18737964,USA,m
0,127,Don Rickles,0.3342498,USA,m
1,127,Randolph Mantooth,0.082951464,USA,m
2,127,Della Reese,0.070236765,USA,f
0,128,Don Rickles,0.57258373,USA,m
1,128,Della Reese,0.09774308,USA,f
2,128,Ken Jeong,0.038206995,USA,m
0,129,Della Reese,0.18803696,USA,f
1,129,Ken Jeong,0.090905584,USA,m
2,129,Steve Jobs,0.06535303,USA,m
0,130,David Cassidy,0.23094174,USA,m
1,130,Rowan Atkinson,0.1313049,UK,m
2,130,John Lasseter,0.12553506,USA,m
0,131,Tim Minchin,0.2853162,Australia,m
1,131,Jennifer Ehle,0.05777912,USA,f
2,131,Hector Elizondo,0.05287713,USA,m
0,132,Jet Li,0.14674637,Singapore,m
1,132,Steven Yeun,0.11044582,USA,m
